Serial No,ratings,vote,verified,reviewTime,reviewerID,asin,reviewerName,reviewText,summary,unixReviewTime,category,product type,brand,main_cat,price,Human Sentiment Score,Review Type,Sentiment_Score,Sentiment_Magnitude,Google_API_Score,vader_neg,vader_neu,vader_pos,vader_compound,roberta_neg,roberta_neu,roberta_pos,roberta_compound
6855,5,,True,"08 14, 2016",A9260QP5XEDH6,B00NSELL2Q,Matthew Hassler,"Thanks to a YouTube video, I was able to quickly (15 min) replace this part in my front loader washing machine. I had previously paid a repairman in the neighborhood of $300 to do the exact same job.",Got railroaded last time....,1471132800,"['Appliances', 'Parts & Accessories', 'Washer Parts & Accessories', 'Doors']",Washer Doors,Frigidaire,Tools & Home Improvement,25.66,0.7,Positive,0.2,1.1,0.18,0.0,0.919,0.081,0.4404,0.024114595726132393,0.24275635182857513,0.73312908411026,0.7090145517140627
6863,4,,True,"03 2, 2016",A3F2K6OD7WNQNK,B00NSELL2Q,Huntermay85,"Fit perfect in my Frigidaire.  The replacement I got was not the same color as the original, but everything else seemed the same.  I have noticed a different ""smell"" after the first 10 or 15 washer cycles.  It has that new electronic small.  Not sure if its related or not, but its something I will pay attention to for a while.  Other than that it works great.",Fit good,1456876800,"['Appliances', 'Parts & Accessories', 'Washer Parts & Accessories', 'Doors']",Washer Doors,Frigidaire,Tools & Home Improvement,25.66,0.8,Positive,0.2,2.3,0.09,0.057,0.784,0.16,0.8104,0.007785326801240444,0.07649151980876923,0.9157231450080872,0.9079378014430404
6865,1,,True,"01 19, 2016",A1NX5K6OQ6RP8O,B00NSELL2Q,Amazon Customer,Part was defective,One Star,1453161600,"['Appliances', 'Parts & Accessories', 'Washer Parts & Accessories', 'Doors']",Washer Doors,Frigidaire,Tools & Home Improvement,25.66,-0.6,Negative,-0.8,0.8,-0.76,0.592,0.408,0.0,-0.4404,0.774961531162262,0.2128070890903473,0.012231411412358284,-0.7627300564199686
6870,5,,True,"09 18, 2015",A29FCN4P42ZK6W,B00NSELL2Q,Faye Deardurff,Took the old one out put the one in worked perfect.  Thanks,... the old one out put the one in worked perfect.,1442534400,"['Appliances', 'Parts & Accessories', 'Washer Parts & Accessories', 'Doors']",Washer Doors,Frigidaire,Tools & Home Improvement,25.66,0.8,Positive,0.7,1.4,0.46,0.0,0.602,0.398,0.765,0.011106790043413639,0.13362441956996918,0.8552687764167786,0.8441619584336877
6880,5,,True,"05 26, 2015",ACPRI4RV1HQSN,B00NSELL2Q,mstone,I have a Frigidaire front load washer. Our basement flooded a couple of weeks ago so I was washing rugs when I noticed the machine wasn't completing the spin cycle. The rugs were actually wetter than when they went in! I checked out Frigidaire's website and they have a trouble shooting section. After entering my problem and model number they said that 90 some percent of the time the Washer Door Lock needed replaced. I looked on Amazon to make sure I was getting the best price. The part came in 3 days! After watching a You-tube video my husband replaced the part in 5 minutes. He saved us a lot of money compared to what a tech would have charged.,I looked on Amazon to make sure I was getting the best price. The part came in 3 days,1432598400,"['Appliances', 'Parts & Accessories', 'Washer Parts & Accessories', 'Doors']",Washer Doors,Frigidaire,Tools & Home Improvement,25.66,0.7,Positive,0.0,4.5,0.0,0.06,0.831,0.108,0.6892,0.20458082854747772,0.4208897054195404,0.37452948093414307,0.16994868218898773
6881,5,,True,"04 24, 2015",A2Y9NZSELXRNQB,B00NSELL2Q,Sweet cravings,Works great! Easy to replace.,Five Stars,1429833600,"['Appliances', 'Parts & Accessories', 'Washer Parts & Accessories', 'Doors']",Washer Doors,Frigidaire,Tools & Home Improvement,25.66,0.8,Positive,0.9,1.8,0.46,0.0,0.291,0.709,0.807,0.039960507303476334,0.12365122139453888,0.8363882899284363,0.7964278198778629
6883,5,,True,"03 10, 2015",A7JJRR0VQMJSZ,B00NSELL2Q,Frank B.,Fits perfectly and works fine.,Five Stars,1425945600,"['Appliances', 'Parts & Accessories', 'Washer Parts & Accessories', 'Doors']",Washer Doors,Frigidaire,Tools & Home Improvement,25.66,0.8,Positive,0.9,0.9,0.76,0.0,0.333,0.667,0.7184,0.011018982157111168,0.12373268604278564,0.8652483820915222,0.8542295005172491
6884,5,,True,"02 26, 2015",A34BN5FJKFD8UJ,B00NSELL2Q,gary,Way quicker delivery than expected. Original part and it fit and worked perfect.....I will be using this company again!,Original part and it fit and worked perfect..,1424908800,"['Appliances', 'Parts & Accessories', 'Washer Parts & Accessories', 'Doors']",Washer Doors,Frigidaire,Tools & Home Improvement,25.66,0.9,Positive,0.9,1.9,0.44,0.0,0.77,0.23,0.6239,0.00199921359308064,0.018675539642572403,0.9793252348899841,0.9773259975481778
6895,4,,True,"11 7, 2014",AN1M18WXLFAFJ,B00NSELL2Q,michael,Nice and easy to install.,Four Stars,1415318400,"['Appliances', 'Parts & Accessories', 'Washer Parts & Accessories', 'Doors']",Washer Doors,Frigidaire,Tools & Home Improvement,25.66,0.8,Positive,0.9,0.9,0.76,0.0,0.345,0.655,0.6908,0.009488278068602085,0.09295967221260071,0.8975520730018616,0.8880638414993882
6896,5,,True,"10 27, 2014",ADQBNS832MW41,B00NSELL2Q,Marc,Cheap on time. Perfect fit,Perfect,1414368000,"['Appliances', 'Parts & Accessories', 'Washer Parts & Accessories', 'Doors']",Washer Doors,Frigidaire,Tools & Home Improvement,25.66,0.8,Positive,0.8,1.6,0.46,0.0,0.326,0.674,0.7351,0.004902808461338282,0.07683643698692322,0.9182608127593994,0.913358120713383
6899,4,,True,"10 2, 2014",A9NBTR8F0QPDK,B00NSELL2Q,Mark M.,part worked and shipping was great,great product,1412208000,"['Appliances', 'Parts & Accessories', 'Washer Parts & Accessories', 'Doors']",Washer Doors,Frigidaire,Tools & Home Improvement,25.66,0.8,Positive,0.6,0.6,0.76,0.0,0.549,0.451,0.6249,0.005394621752202511,0.04705457016825676,0.9475508332252502,0.9421562617644668
6907,5,,True,"04 24, 2014",A174WH0M2H3BRD,B00NSELL2Q,ANZicCO,"This door lock switch does a whole lot more than lock the door of my washer.  I was having issues where the water would not drain and the final spin cycle would not spin.  I searched the internet and found a repair video that pointed to this switch as the culprit.
The video explained the fairly easy process of replacing the defective with, and this genuine part was a bargain compared to what a repairman would have charged!","Amazing this simple switch solved my ""water not draining"" problem",1398297600,"['Appliances', 'Parts & Accessories', 'Washer Parts & Accessories', 'Doors']",Washer Doors,Frigidaire,Tools & Home Improvement,25.66,0.7,Positive,0.0,2.8,0.0,0.061,0.879,0.061,0.0,0.21479403972625732,0.4538596570491791,0.3313462734222412,0.11655217409133911
6908,5,,True,"04 2, 2014",AWEHWBTRH4RKJ,B00NSELL2Q,Julie,I took my husband less than 5 minutes to replace it.  Works wonderful.  Saved us alot of money from a service call and parts and labor if we would have called out a repair man.  Would recommend everyone doing it themselves.  There is also a video on the internet that shows step by step what to do...,Perfect,1396396800,"['Appliances', 'Parts & Accessories', 'Washer Parts & Accessories', 'Doors']",Washer Doors,Frigidaire,Tools & Home Improvement,25.66,0.9,Positive,0.7,3.5,0.2,0.0,0.845,0.155,0.8402,0.00900230836123228,0.04999654367566109,0.9410011172294617,0.9319987474009395
6912,5,,True,"03 2, 2014",A3SYRBPGHML61I,B00NSELL2Q,JoAnn C,Easy to order and works perfect with striker. The parts work great. Totally satisfied with this product. Would recommend to others.,Switch Assembly,1393718400,"['Appliances', 'Parts & Accessories', 'Washer Parts & Accessories', 'Doors']",Washer Doors,Frigidaire,Tools & Home Improvement,25.66,0.9,Positive,0.9,3.8,0.23,0.0,0.495,0.505,0.9459,0.002179680857807398,0.013700827956199646,0.9841194748878479,0.9819397614337504
6917,5,,True,"12 11, 2013",A3DAOREAB24GR1,B00NSELL2Q,CHOPPI,"I found this on Amazon for the best price. The fit was great, and was not hard at all to install. If you need help with instructions, there are plenty of videos on line that will walk you through it.
I can't even imagine the the money I saved doing it my self!",Fit perfect,1386720000,"['Appliances', 'Parts & Accessories', 'Washer Parts & Accessories', 'Doors']",Washer Doors,Frigidaire,Tools & Home Improvement,25.66,0.8,Positive,0.8,3.3,0.24,0.0,0.687,0.313,0.9558,0.011393277905881405,0.04401388019323349,0.9445928335189819,0.9331995388492942
6925,5,,True,"06 15, 2013",A2C2RSFBZ8HMLS,B00NSELL2Q,A.J.,After my Frigidaire front loader washer stalled on spin and i had drained the water by hand with bucket in hand. i went on youtube with hopes of discovering at the least a prognosis of my ailing machine. i not only found information on what the problem was but also info on diy repair. i ordered this door latch and switch assembly. it was recieved in about 4 days and I installed as soon as I recieved it. The washer started like new and has been operating with no problem since. Thanks to all of the people who contribute to youtube and also amazon reviews. I know I saved mucho bucks and am grateful.....,i can do anything!!!,1371254400,"['Appliances', 'Parts & Accessories', 'Washer Parts & Accessories', 'Doors']",Washer Doors,Frigidaire,Tools & Home Improvement,25.66,0.7,Positive,0.4,4.8,0.08,0.093,0.752,0.155,0.8225,0.021846188232302666,0.129370778799057,0.8487830758094788,0.826936973258853
6930,5,,True,"02 6, 2013",AL6MPJIHOK0C9,B00NSELL2Q,Brad Moeckly,"watched u tube video took 5 min to install ,was exact match for my frigidare would recomend for anyone who needs a switch",work great,1360108800,"['Appliances', 'Parts & Accessories', 'Washer Parts & Accessories', 'Doors']",Washer Doors,Frigidaire,Tools & Home Improvement,25.66,0.9,Positive,0.9,0.9,0.76,0.0,1.0,0.0,0.0,0.06976420432329178,0.6305899620056152,0.2996457815170288,0.22988147288560867
6932,5,,True,"12 27, 2012",A2GHB9ACLHJ1NY,B00NSELL2Q,Kindle Customer,perfect piece to fix our washer for a lot less than a repair man. came packaged perfectly. could tell it was new and didn't have to worry about it working,just what we needed,1356566400,"['Appliances', 'Parts & Accessories', 'Washer Parts & Accessories', 'Doors']",Washer Doors,Frigidaire,Tools & Home Improvement,25.66,0.8,Positive,0.8,2.4,0.32,0.0,0.708,0.292,0.8835,0.021464437246322632,0.10214758664369583,0.8763880133628845,0.8549236506223679
6936,5,,True,"06 26, 2018",AQHNGJTZQVK3U,B00NWRLKXO,Aaron,Fit my washer perfectly. Still working great after 8 months of use.,Good washer pump,1529971200,"['Appliances', 'Parts & Accessories', 'Washer Parts & Accessories', 'Drain Pumps']",Drain Pumps,LG,Tools & Home Improvement,26.99,0.8,Positive,0.9,1.8,0.46,0.0,0.426,0.574,0.8957,0.0031734558288007975,0.04820828139781952,0.9486182928085327,0.945444897050038
6939,5,,True,"09 27, 2017",A1TRICNFMTWQDU,B00NWRLKXO,Amazon Customer,"Install was smooth, delivery on time!",Five Stars,1506470400,"['Appliances', 'Parts & Accessories', 'Washer Parts & Accessories', 'Drain Pumps']",Drain Pumps,LG,Tools & Home Improvement,26.99,0.7,Positive,0.9,0.9,0.76,0.0,1.0,0.0,0.0,0.003068664576858282,0.06863130629062653,0.9283000230789185,0.9252313463948667
6940,1,2.0,True,"08 15, 2017",A1H0LA4CIM3XB8,B00NWRLKXO,Smedley,"Doubt it's OEM. Not marked with PN or Manufacturer like original one which was made in Pasat, Italy. Broke within six months. Replaced it with an actual OEM that was marked identical to original.",Garbage Pump!,1502755200,"['Appliances', 'Parts & Accessories', 'Washer Parts & Accessories', 'Drain Pumps']",Drain Pumps,LG,Tools & Home Improvement,26.99,-0.8,Negative,-0.1,2.2,-0.05,0.128,0.7,0.171,0.2023,0.3771721422672272,0.5761722326278687,0.0466555580496788,-0.3305167183279991
6943,1,,True,"07 4, 2017",AMMUD0SHXGM11,B00NWRLKXO,Dennis Quinlan,"CRAP! DO NOT BUY!
Broke within a year. Save yourself the headache and go to a local appliance part store- spend the extra money- and get a real OEM part.",DO NOT BUY,1499126400,"['Appliances', 'Parts & Accessories', 'Washer Parts & Accessories', 'Drain Pumps']",Drain Pumps,LG,Tools & Home Improvement,26.99,-0.8,Negative,-0.8,3.2,-0.24,0.1,0.718,0.183,0.4182,0.7586271166801453,0.20241773128509521,0.038955144584178925,-0.7196719869971275
6945,5,,True,"04 3, 2017",AKZO5G0SSTVD3,B00NWRLKXO,Amazon Customer,"So far, so good.  The part fit perfect and works great.  Happy so far.",Recommend,1491177600,"['Appliances', 'Parts & Accessories', 'Washer Parts & Accessories', 'Drain Pumps']",Drain Pumps,LG,Tools & Home Improvement,26.99,0.8,Positive,0.9,2.8,0.31,0.0,0.332,0.668,0.9588,0.001537187723442912,0.007196653634309769,0.9912661910057068,0.9897290680091828
6950,5,,True,"11 10, 2015",A2MXZWX3FGJCCD,B00NWRLKXO,Kurt Koegel,Worked great on my 10 year old LG Tromm washer,Five Stars,1447113600,"['Appliances', 'Parts & Accessories', 'Washer Parts & Accessories', 'Drain Pumps']",Drain Pumps,LG,Tools & Home Improvement,26.99,0.8,Positive,0.8,0.8,0.76,0.0,0.687,0.313,0.6249,0.0015092318644747138,0.03033492900431156,0.9681558609008789,0.9666466725757346
6951,4,,True,"07 22, 2015",A3AUZ7ANEDKZ9Y,B00NWRLKXO,Shawn,"Part was not exactly like my old motor, but I was able to get it fit and work.  Saved a very expensive repair call.",Part was not exactly like my old motor,1437523200,"['Appliances', 'Parts & Accessories', 'Washer Parts & Accessories', 'Drain Pumps']",Drain Pumps,LG,Tools & Home Improvement,26.99,0.6,Positive,0.6,1.2,0.46,0.057,0.691,0.253,0.7503,0.06623581796884537,0.2971078157424927,0.6366563439369202,0.5704204812645912
6958,5,4.0,True,"05 29, 2017",A1NYR5EUSFKR1M,B00O2MXB94,Jolly Roger,Terrific little refrigerator freezer. Fits in small spaces.  plenty a room for my tiny house,Five Stars,1496016000,"['Appliances', 'Refrigerators, Freezers & Ice Makers', 'Refrigerators']",Refrigerators,Danby,Appliances,56.62,0.8,Positive,0.7,2.2,0.31,0.0,0.807,0.193,0.4767,0.0061317975632846355,0.11372333019971848,0.8801448941230774,0.8740131403319538
6959,4,29.0,True,"12 16, 2016",A1XHRPU0O6IHF3,B00O2MXB94,Anne F. Hines,"This has more space than I'd expected. However, what I wasn't expecting was that the freezer and refrigerator aren't really separate, so I can't raise the freezer temperature as high as I'd like, without making juice in the refrigerator freeze slightly. And the freezer's also not ""frost-free;"" it has to be manually defrosted. I didn't think freezers were made any longer that require defrosting!",Mostly Good.,1481846400,"['Appliances', 'Refrigerators, Freezers & Ice Makers', 'Refrigerators']",Refrigerators,Danby,Appliances,56.62,0.6,Positive,-0.2,1.7,-0.12,0.0,0.92,0.08,0.4707,0.4918164908885956,0.4080677330493927,0.10011569410562515,-0.39170096069574356
6961,5,6.0,True,"01 3, 2015",A17BYAVJZXDH1A,B00O2N4R0A,James W. Jones,"Have had a Danby refridgerator for 14 years & if this freezer is as good as it is it will be a real winner, runs smooth & can barley hear it run & keeps the meat & other things really hard frozen, haven't tried Ice cream yet, but I think it will be fine, seems like a real good product, if buying one do as they say level it & wipe the inside out with warm water & dry it & then its ready to go.",... for 14 years & if this freezer is as good as it is it will be a real winner,1420243200,"['Appliances', 'Refrigerators, Freezers & Ice Makers', 'Freezers', 'Chest Freezers']",Chest Freezers,Danby,Appliances,40.78,0.7,Positive,0.8,0.8,0.76,0.015,0.765,0.22,0.9509,0.008798493072390556,0.09373770654201508,0.897463858127594,0.8886654805392027
6963,5,,True,"06 9, 2018",A2YY97QOU95GRE,B00O2N4R0A,Mel Ronick,Good quality and helpful in increasing our freezer space.,Five Stars,1528502400,"['Appliances', 'Refrigerators, Freezers & Ice Makers', 'Freezers', 'Chest Freezers']",Chest Freezers,Danby,Appliances,40.78,0.8,Positive,0.9,0.9,0.76,0.0,0.551,0.449,0.6908,0.0015230115968734026,0.061436720192432404,0.9370403289794922,0.9355174389202148
6976,4,,True,"04 4, 2017",A2AU743IRKBQL0,B00O2N4R0A,Ernie McFerrin,Working well for the use intended.,Four Stars,1491264000,"['Appliances', 'Refrigerators, Freezers & Ice Makers', 'Freezers', 'Chest Freezers']",Chest Freezers,Danby,Appliances,40.78,0.8,Positive,0.9,0.9,0.76,0.0,0.704,0.296,0.2732,0.005543547682464123,0.20198407769203186,0.7924723029136658,0.7869286118075252
6979,5,,True,"01 31, 2017",A3N4OFNIMY1FSR,B00O2N4R0A,esther,"I can't remember when I bought this freezer; at least 4 months ago... anyway, it is working great and I love it! To give you an idea of the capacity, you could fit about two average sized thanksgiving turkeys in it and still have some room on the sides and on the shelf for a few other items.",it is working great and I love it,1485820800,"['Appliances', 'Refrigerators, Freezers & Ice Makers', 'Freezers', 'Chest Freezers']",Chest Freezers,Danby,Appliances,40.78,0.8,Positive,0.6,1.3,0.43,0.0,0.818,0.182,0.902,0.002141824457794428,0.011460637673735619,0.9863975644111633,0.9842557930387557
6982,4,,True,"11 17, 2016",AT2CTODKD1COO,B00O2N4R0A,Amanda,I make my own cat food and freeze it in mason jars so this freezer is the perfect size.  I am able to fit food for 2 cats for 2 months with room to spare.,Perfect Size,1479340800,"['Appliances', 'Refrigerators, Freezers & Ice Makers', 'Freezers', 'Chest Freezers']",Chest Freezers,Danby,Appliances,40.78,0.8,Positive,0.9,1.9,0.44,0.0,0.791,0.209,0.7506,0.0038791457191109657,0.06141294911503792,0.9347078800201416,0.9308286840096116
